股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
3711 日月光投控,封測,642.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,657(30M平台),611(前低) / 606(30M平台),0.48,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 5.03x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 611(前低) / 606(30M平台)，突破 657(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 5.03x｜均線上彎,封測,1,一般整理
2401 凌陽,MCU,31.05,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,31.1(大量K) / 31.55(30M平台),30.9(大量K) / 30.05(30M平台),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.35x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 30.9(大量K) / 30.05(30M平台)，突破 31.1(大量K) / 31.55(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.35x｜均線上彎,MCU,1,一般整理
2492 華新科,自選,361.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,371.83(保守壓力),328.5(30M平台) / 321.5(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.68x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 328.5(30M平台) / 321.5(前低)，突破 371.83(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.68x｜沿短均線攻擊,自選,1,一般整理
2308 台達電,BBU,2520.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,2575(30M平台),2345(30M平台) / 2290(前低),0.31,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.92x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 2345(30M平台) / 2290(前低)，突破 2575(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 4.92x｜均線上彎,BBU,1,一般整理
2454 聯發科,ASIC,4640.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,4690(30M平台),4245(前低) / 4235(30M平台),0.13,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.21x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 4245(前低) / 4235(30M平台)，突破 4690(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.21x｜均線上彎,ASIC,1,一般整理
4967 十銓,記憶體,267.0,55,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,271.5(前高) / 276(30M平台),258.99(保守支撐),1.78,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.31x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。,"方向：風險偏空
關鍵：守住 258.99(保守支撐)，突破 271.5(前高) / 276(30M平台)
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏空,空｜強空,放量｜RV 3.31x｜均線下彎,記憶體,10,一般整理
2363 矽統,ASIC,66.8,54,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,69.2(前高) / 69.8(30M平台),60.54(MA20),0.38,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.53x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 60.54(MA20)，突破 69.2(前高) / 69.8(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,放量｜RV 2.53x｜沿短均線下殺,ASIC,3,一般整理
4919 新唐,MCU,206.5,54,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,215(30M平台) / 219(前高),172.55(MA20),0.25,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.40x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 172.55(MA20)，突破 215(30M平台) / 219(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,放量｜RV 2.40x｜沿短均線下殺,MCU,3,一般整理
4958 臻鼎-KY,PCB,532.0,52,高檔出貨｜偏保守,⚠️ 高風險盤,temp-danger,高檔出貨,540(前高) / 552(30M平台),529(前低) / 529(30M平台),2.67,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.53x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,上方賣壓已明顯，爆量後若無法延續，容易轉弱。<br>風險開始升高，追價要更保守。 空間條件不差，若結構延續，仍有操作彈性。,"方向：風險偏空
關鍵：守住 529(前低) / 529(30M平台)，突破 540(前高) / 552(30M平台)，RR 佳
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",高檔出貨,多｜強多,空｜偏空,放量｜RV 2.53x｜均線下彎,PCB,8,高檔轉弱
6919 康霈,自選,98.5,47,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,102.5(30M平台) / 108(前高),95.55(保守支撐),0.74,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.51x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 95.55(保守支撐)，突破 102.5(30M平台) / 108(前高)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜強空,放量｜RV 3.51x｜沿短均線下殺,自選,6,量縮壓縮
1536 和大,機器人,49.7,47,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,51.1(30M平台) / 51.79(MA60),49.55(30M平台),0.11,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.85x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 49.55(30M平台)，突破 51.1(30M平台) / 51.79(MA60)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜強空,放量｜RV 1.85x｜沿短均線下殺,機器人,6,量縮壓縮
6669 緯穎,AI伺服器,5075.0,47,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,5285(30M平台) / 5610(前高),5070(30M平台),0.02,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.96x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 5070(30M平台)，突破 5285(30M平台) / 5610(前高)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜強空,放量｜RV 2.96x｜沿短均線下殺,AI伺服器,6,量縮壓縮
8150 南茂,封測,93.9,43,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,96.72(保守壓力),85.4(前低) / 85.4(30M平台),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.61x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 85.4(前低) / 85.4(30M平台)，突破 96.72(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,量縮｜RV 0.61x｜沿短均線攻擊,封測,1,短線轉強
6515 穎崴,封測,9795.0,43,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,10088.85(保守壓力),9787.5(MA20) / 8860(30M平台),0.03,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.71x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 9787.5(MA20) / 8860(30M平台)，突破 10088.85(保守壓力)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",空方反彈,空｜偏多,多｜強多,量縮｜RV 0.71x｜均線上彎,封測,5,一般整理
8054 安國,自選,107.5,31,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,112(30M平台) / 116(前高),106.83(MA20),0.15,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>均線附近</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.10x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。,"方向：風險偏空
關鍵：守住 106.83(MA20)，突破 112(30M平台) / 116(前高)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜強多,空｜強空,放量｜RV 3.10x｜沿短均線下殺,自選,10,一般整理
3260 威剛,記憶體,412.5,29,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,416(大量K) / 422(30M平台),410(30M平台) / 407.5(前低),0.71,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.04x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。,"方向：風險偏空
關鍵：守住 410(30M平台) / 407.5(前低)，突破 416(大量K) / 422(30M平台)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏空,空｜偏多,放量｜RV 3.04x｜橫向整理,記憶體,10,一般整理
6781 AES-KY,BBU,1205.0,29,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,1255(30M平台) / 1260(前高),1200(30M平台) / 1183.25(MA20),0.10,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.95x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。,"方向：風險偏空
關鍵：守住 1200(30M平台) / 1183.25(MA20)，突破 1255(30M平台) / 1260(前高)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜強多,空｜偏空,放量｜RV 2.95x｜沿短均線下殺,BBU,10,一般整理
3661 世芯-KY,ASIC,4500.0,29,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,4765(30M平台) / 4900(前高),4485(30M平台),0.06,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.30x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。,"方向：風險偏空
關鍵：守住 4485(30M平台)，突破 4765(30M平台) / 4900(前高)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏多,空｜強空,放量｜RV 2.30x｜沿短均線下殺,ASIC,10,一般整理
2337 旺宏,"自選,記憶體",155.5,26,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,160.5(前高) / 163.5(30M平台),152.5(前低),0.60,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.78x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。,"方向：風險偏空
關鍵：守住 152.5(前低)，突破 160.5(前高) / 163.5(30M平台)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏多,空｜偏多,放量｜RV 1.78x｜橫向整理,"自選,記憶體",10,一般整理
2368 金像電,PCB,1375.0,17,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,1390(大量K) / 1445(前高),1369.25(MA20),0.38,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.51x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。,"方向：風險偏空
關鍵：守住 1369.25(MA20)，突破 1390(大量K) / 1445(前高)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜強多,空｜偏空,放量｜RV 3.51x｜沿短均線下殺,PCB,10,一般整理
8046 南電,PCB,905.0,11,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,922(前高) / 942(30M平台),895.05(MA20) / 884(前低),0.59,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.28x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。,"方向：風險偏空
關鍵：守住 895.05(MA20) / 884(前低)，突破 922(前高) / 942(30M平台)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜強多,空｜偏空,放量｜RV 3.28x｜均線下彎,PCB,10,高檔轉弱
