股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
2376 技嘉,AI伺服器,359.0,58,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,369(前高),345(前低) / 345(30M平台),0.71,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.06x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 345(前低) / 345(30M平台)，突破 369(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 3.06x｜橫向整理,AI伺服器,3,量縮壓縮
2344 華邦電,記憶體,156.5,58,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,158(30M平台) / 162(前高),154(30M平台) / 154(前低),0.60,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.85x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 154(30M平台) / 154(前低)，突破 158(30M平台) / 162(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏空,放量｜RV 1.85x｜橫向整理,記憶體,3,量縮壓縮
3211 順達,BBU,422.0,58,高檔強多轉弱｜偏保守,🌤 觀察盤,temp-neutral,高檔轉弱,423(前高) / 428(30M平台),409.6(MA20) / 393(30M平台),0.08,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.31x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,上方開始有調節味道，追價效率變差。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 409.6(MA20) / 393(30M平台)，突破 423(前高) / 428(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",高檔強多轉弱,多｜偏多,多｜偏多,放量｜RV 4.31x｜橫向整理,BBU,7,高檔轉弱
3189 景碩,PCB載板材料,714.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,723(30M平台),698(前低) / 690(30M平台),0.56,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.52x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 698(前低) / 690(30M平台)，突破 723(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.52x｜沿短均線攻擊,PCB載板材料,1,一般整理
2454 聯發科,ASIC,4475.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,4609.25(保守壓力),4070(前低) / 4070(30M平台),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 5.27x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 4070(前低) / 4070(30M平台)，突破 4609.25(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 5.27x｜沿短均線攻擊,ASIC,1,一般整理
2492 華新科,"自選題材,自選",440.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,453.2(保守壓力),400(30M平台) / 400(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.34x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 400(30M平台) / 400(前低)，突破 453.2(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.34x｜沿短均線攻擊,"自選題材,自選",1,一般整理
4908 前鼎,光通訊,222.0,55,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,226.5(前高),204(前低) / 204(30M平台),4.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.84x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間條件不差，若結構延續，仍有操作彈性。,"方向：風險偏空
關鍵：守住 204(前低) / 204(30M平台)，突破 226.5(前高)，RR 佳
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏空,空｜偏多,放量｜RV 3.84x｜沿短均線攻擊,光通訊,10,高檔轉弱
6274 台燿,PCB載板材料,1615.0,54,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,1663.45(保守壓力),1535(前低) / 1515(30M平台),0.61,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.60x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 1535(前低) / 1515(30M平台)，突破 1663.45(保守壓力)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜偏多,空｜偏多,放量｜RV 2.60x｜沿短均線攻擊,PCB載板材料,3,一般整理
6239 力成,封測,321.0,54,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,327.5(30M平台) / 338(前高),309(前低) / 307(30M平台),0.54,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.07x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 309(前低) / 307(30M平台)，突破 327.5(30M平台) / 338(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜偏多,空｜偏空,放量｜RV 4.07x｜橫向整理,封測,3,一般整理
3450 聯鈞,光通訊,507.0,54,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,522.21(保守壓力),475.07(MA20) / 461(30M平台),0.48,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.14x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 475.07(MA20) / 461(30M平台)，突破 522.21(保守壓力)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜偏多,空｜偏多,放量｜RV 2.14x｜橫向整理,光通訊,3,一般整理
6147 頎邦,封測,251.0,54,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,252(30M平台) / 270(前高),243.45(MA20) / 243(30M平台),0.13,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.39x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 243.45(MA20) / 243(30M平台)，突破 252(30M平台) / 270(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜偏多,空｜偏多,放量｜RV 2.39x｜橫向整理,封測,3,一般整理
4562 穎漢,機器人,38.5,53,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,39.2(30M平台) / 40.55(前高),37.65(30M平台) / 37.65(前低),1.21,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.83x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 追價報酬效率普通，宜等更明確的突破。,"方向：風險偏空
關鍵：守住 37.65(30M平台) / 37.65(前低)，突破 39.2(30M平台) / 40.55(前高)
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏多,空｜強空,放量｜RV 3.83x｜均線下彎,機器人,10,一般整理
2368 金像電,PCB載板材料,1495.0,53,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,1539.85(保守壓力),1360(30M平台) / 1341.5(MA20),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.80x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 1360(30M平台) / 1341.5(MA20)，突破 1539.85(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.80x｜沿短均線攻擊,PCB載板材料,1,一般整理
4931 新盛力,BBU,279.5,53,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,280(大量K),276.5(大量K) / 266(30M平台),0.17,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.59x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 276.5(大量K) / 266(30M平台)，突破 280(大量K)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.59x｜沿短均線攻擊,BBU,1,一般整理
8150 南茂,封測,95.9,51,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,96.8(前高),90.08(MA20) / 87.2(30M平台),0.15,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.60x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 90.08(MA20) / 87.2(30M平台)，突破 96.8(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏多,放量｜RV 1.60x｜橫向整理,封測,3,一般整理
4919 新唐,MCU,174.5,49,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,175(30M平台) / 178(前高),160.5(前低) / 160.5(30M平台),28.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.57x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間條件不差，若結構延續，仍有操作彈性。,"方向：風險偏空
關鍵：守住 160.5(前低) / 160.5(30M平台)，突破 175(30M平台) / 178(前高)，RR 佳
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏空,空｜偏多,放量｜RV 3.57x｜橫向整理,MCU,10,一般整理
2301 光寶科,AI伺服器,224.0,47,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,230(前高),223.18(MA20) / 218.5(30M平台),0.14,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.31x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 223.18(MA20) / 218.5(30M平台)，突破 230(前高)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜偏多,放量｜RV 2.31x｜橫向整理,AI伺服器,6,量縮壓縮
3363 上詮,光通訊,830.0,47,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,838(30M平台) / 908(前高),829(前低) / 827(30M平台),0.12,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.12x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 829(前低) / 827(30M平台)，突破 838(30M平台) / 908(前高)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜偏空,放量｜RV 3.12x｜均線下彎,光通訊,6,量縮壓縮
6494 九齊,MCU,51.4,44,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,52.3(MA60) / 52.5(30M平台),51(30M平台) / 51(前低),0.44,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.45x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 51(30M平台) / 51(前低)，突破 52.3(MA60) / 52.5(30M平台)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜強空,放量｜RV 1.45x｜均線下彎,MCU,6,量縮壓縮
2363 矽統,ASIC,58.3,44,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,62.5(前高),57.1(前低) / 56.5(30M平台),0.29,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.50x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 57.1(前低) / 56.5(30M平台)，突破 62.5(前高)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏空,放量｜RV 1.50x｜均線下彎,ASIC,6,量縮壓縮
5443 均豪,"機器人,自選",105.5,42,跌深反彈後轉弱,⚠️ 高風險盤,temp-danger,反彈失敗,107.5(30M平台) / 115(前高),104(30M平台),0.75,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>低檔乖離</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.72x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,反彈已被破壞，若再跌破關鍵位，容易轉弱。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：風險偏空
關鍵：守住 104(30M平台)，突破 107.5(30M平台) / 115(前高)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。 量縮等待表態。",跌深反彈後轉弱,空｜強空,空｜強空,放量｜RV 2.72x｜沿短均線下殺,"機器人,自選",9,量縮壓縮
1597 直得,機器人,160.0,42,跌深反彈後轉弱,⚠️ 高風險盤,temp-danger,反彈失敗,167.5(前高),155.5(前低) / 155.5(30M平台),0.60,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>低檔乖離</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.91x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,反彈已被破壞，若再跌破關鍵位，容易轉弱。<br>風險開始升高，追價要更保守。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：風險偏空
關鍵：守住 155.5(前低) / 155.5(30M平台)，突破 167.5(前高)，RR 偏緊
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。 量縮等待表態。",跌深反彈後轉弱,空｜偏空,空｜偏多,放量｜RV 2.91x｜橫向整理,機器人,9,量縮壓縮
2408 南亞科,記憶體,363.0,40,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,373.89(保守壓力),339.5(30M平台) / 339.5(前低),0.46,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 1.08x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 339.5(30M平台) / 339.5(前低)，突破 373.89(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜偏多,量縮｜RV 1.08x｜沿短均線攻擊,記憶體,1,一般整理
