股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,多週期判讀,情境提醒,AI策略劇本,壓力,支撐,壓力 / 支撐,RR,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort
2408 南亞科,記憶體,310.5,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 2.20x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>記憶體</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">291.5(30M平台) / 275.52(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">320(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",320(30M平台),291.5(30M平台) / 275.52(MA20),320(30M平台) / 291.5(30M平台) / 275.52(MA20),0.50,末升段,多｜強多,多｜強多,放量｜RV 2.20x｜均線上彎,記憶體,1
2441 超豐,封測,117.0,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 3.06x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>封測</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">106.5(30M平台) / 102.5(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">120.51(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",120.51(保守壓力),106.5(30M平台) / 102.5(前低),120.51(保守壓力) / 106.5(30M平台) / 102.5(前低),0.33,末升段,多｜強多,多｜強多,放量｜RV 3.06x｜均線上彎,封測,1
2454 聯發科,ASIC,3860.0,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 3.06x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>ASIC</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">3550(30M平台) / 3230(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">3975.8(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",3975.8(保守壓力),3550(30M平台) / 3230(前低),3975.8(保守壓力) / 3550(30M平台) / 3230(前低),0.37,末升段,多｜強多,多｜強多,放量｜RV 3.06x｜沿短均線攻擊,ASIC,1
2492 華新科,自選,292.5,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 4.21x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>自選</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">266(30M平台) / 242(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">301.28(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",301.28(保守壓力),266(30M平台) / 242(前低),301.28(保守壓力) / 266(30M平台) / 242(前低),0.33,末升段,多｜強多,多｜強多,放量｜RV 4.21x｜沿短均線攻擊,自選,1
3189 景碩,PCB,609.0,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 3.72x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>PCB</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">554(30M平台) / 513.17(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">627.27(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",627.27(保守壓力),554(30M平台) / 513.17(MA20),627.27(保守壓力) / 554(30M平台) / 513.17(MA20),0.33,末升段,多｜強多,多｜強多,放量｜RV 3.72x｜均線上彎,PCB,1
3711 日月光投控,封測,561.0,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 1.94x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>封測</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">517.12(MA20) / 510(30M平台) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">577.83(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",577.83(保守壓力),517.12(MA20) / 510(30M平台),577.83(保守壓力) / 517.12(MA20) / 510(30M平台),0.38,末升段,多｜強多,多｜強多,放量｜RV 1.94x｜沿短均線攻擊,封測,1
4562 穎漢,機器人,42.8,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 2.22x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>機器人</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">40.6(30M平台) / 40.3(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">44.08(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",44.08(保守壓力),40.6(30M平台) / 40.3(前低),44.08(保守壓力) / 40.6(30M平台) / 40.3(前低),0.58,末升段,多｜強多,多｜強多,放量｜RV 2.22x｜沿短均線攻擊,機器人,1
4571 鈞興-KY,機器人,229.5,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 4.64x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>機器人</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">216(30M平台) / 210.5(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">235.5(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",235.5(30M平台),216(30M平台) / 210.5(前低),235.5(30M平台) / 216(30M平台) / 210.5(前低),0.44,末升段,多｜強多,多｜強多,放量｜RV 4.64x｜均線上彎,機器人,1
6239 力成,封測,283.0,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 3.59x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>封測</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">257.5(30M平台) / 234.5(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">291.49(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",291.49(保守壓力),257.5(30M平台) / 234.5(前低),291.49(保守壓力) / 257.5(30M平台) / 234.5(前低),0.33,末升段,多｜強多,多｜強多,放量｜RV 3.59x｜均線上彎,封測,1
6271 同欣電,封測,226.5,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 3.20x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>封測</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">206(30M平台) / 187.5(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">233.3(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",233.3(保守壓力),206(30M平台) / 187.5(前低),233.3(保守壓力) / 206(30M平台) / 187.5(前低),0.33,末升段,多｜強多,多｜強多,放量｜RV 3.20x｜均線上彎,封測,1
6274 台燿,"PCB,玻纖布",1455.0,74,末升段｜等突破,🟠 偏熱盤,temp-warm,"<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 4.80x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>PCB,玻纖布</span></div>",漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">1325(30M平台) / 1251.3(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">1498.65(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",1498.65(保守壓力),1325(30M平台) / 1251.3(MA20),1498.65(保守壓力) / 1325(30M平台) / 1251.3(MA20),0.34,末升段,多｜強多,多｜強多,放量｜RV 4.80x｜沿短均線攻擊,"PCB,玻纖布",1
8046 南電,PCB,934.0,74,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 2.62x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>PCB</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">895.45(MA20) / 872(30M平台) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">944(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",944(30M平台),895.45(MA20) / 872(30M平台),944(30M平台) / 895.45(MA20) / 872(30M平台),0.26,末升段,多｜強多,多｜強多,放量｜RV 2.62x｜沿短均線攻擊,PCB,1
2356 英業達,AI伺服器,59.5,71,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 1.51x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>AI伺服器</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">54(30M平台) / 51.4(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">61.29(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",61.29(保守壓力),54(30M平台) / 51.4(前低),61.29(保守壓力) / 54(30M平台) / 51.4(前低),0.33,末升段,多｜強多,多｜強多,放量｜RV 1.51x｜沿短均線攻擊,AI伺服器,1
3035 智原,ASIC,211.0,71,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 1.54x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>ASIC</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">208(30M平台) / 189.5(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">212.5(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",212.5(30M平台),208(30M平台) / 189.5(前低),212.5(30M平台) / 208(30M平台) / 189.5(前低),0.50,末升段,多｜強多,多｜強多,放量｜RV 1.54x｜均線上彎,ASIC,1
4958 臻鼎-KY,PCB,516.0,71,末升段｜等突破,🟠 偏熱盤,temp-warm,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 1.74x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>PCB</span></div>,漲勢仍在延續，只是最後一段通常最容易出現拉抬後的震盪。<br>趨勢仍在，但短線已開始偏熱，容易先進入高檔震盪。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">469.5(30M平台) / 439(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">531.48(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",531.48(保守壓力),469.5(30M平台) / 439(前低),531.48(保守壓力) / 469.5(30M平台) / 439(前低),0.33,末升段,多｜強多,多｜強多,放量｜RV 1.74x｜均線上彎,PCB,1
6147 頎邦,封測,215.5,65,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>量增｜RV 1.39x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>封測</span></div>,短線壓回但承接尚在，較像換手整理，不一定代表趨勢結束。<br>目前較適合觀察確認，不宜太早預設方向。,"
<div class=""script-wrap"">
  <div class=""script-core"">🌤 觀察劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">先看 185.1(MA20) 是否守穩，若快速收回，較像整理或洗盤。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若連 185.1(MA20) 都守不住，反彈容易失真。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 222.5(前高) / 222.5(30M平台) 是否被消化。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">這一段重點不在追價，而在看賣壓有沒有真正降下來。</div>
</div>
",222.5(前高) / 222.5(30M平台),185.1(MA20),222.5(前高) / 222.5(30M平台) / 185.1(MA20),0.23,多方回檔,多｜強多,空｜偏空,量增｜RV 1.39x｜沿短均線下殺,封測,3
3081 聯亞,光通訊,2710.0,65,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>量能</span><span class='layer-text'>放量｜RV 3.46x</span></div><div class='layer'><span class='layer-label'>族群</span><span class='layer-text'>光通訊</span></div>,屬於修復性反彈，重點在壓力是否能真正被消化。<br>目前較適合觀察確認，不宜太早預設方向。,"
<div class=""script-wrap"">
  <div class=""script-core"">🌤 觀察劇本</div>

  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">先看 2688(MA20) / 2555(30M平台) 是否守穩，若快速收回，較像整理或洗盤。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若連 2688(MA20) / 2555(30M平台) 都守不住，反彈容易失真。</span>
  </div>

  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 2785(30M平台) 是否被消化。</span>
  </div>

  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>

  <div class=""script-summary"">這一段重點不在追價，而在看賣壓有沒有真正降下來。</div>
</div>
",2785(30M平台),2688(MA20) / 2555(30M平台),2785(30M平台) / 2688(MA20) / 2555(30M平台),0.29,空方反彈,空｜偏多,多｜強多,放量｜RV 3.46x｜均線上彎,光通訊,5
